Label,RSSI_1,proximity_1,accuracy_1,RSSI_2,proximity_2,accuracy_2,RSSI_3,proximity_3,accuracy_3,RSSI_4,proximity_4,accuracy_4
C,-53.0,near,2.8086009793603934,-66.0,far,8.163625996614634,-71.0,far,15.467658270941103,-69.0,far,18.565718213548948
C,-53.0,near,2.8086009793603934,-66.0,far,8.163625996614634,-71.0,far,15.467658270941103,-69.0,far,18.565718213548948
C,-53.0,near,2.8086009793603934,-66.0,far,8.163625996614634,-71.0,far,15.467658270941103,-69.0,far,18.565718213548948
C,-57.0,near,2.8724576290556434,-68.0,far,8.576562467003365,-73.0,far,16.084119713304716,-73.0,far,18.974537292776688
C,-57.0,near,2.8724576290556434,-68.0,far,8.576562467003365,-73.0,far,16.084119713304716,-73.0,far,18.974537292776688
C,-57.0,near,2.8724576290556434,-68.0,far,8.576562467003365,-73.0,far,16.084119713304716,-73.0,far,18.974537292776688
C,-61.0,far,3.1696867631408012,-69.0,far,9.071628646857736,-76.0,far,17.05498766989485,-76.0,far,19.811422298659355
C,-61.0,far,3.1696867631408012,-69.0,far,9.071628646857736,-76.0,far,17.05498766989485,-76.0,far,19.811422298659355
C,-61.0,far,3.1696867631408012,-69.0,far,9.071628646857736,-76.0,far,17.05498766989485,-76.0,far,19.811422298659355
C,-65.0,far,3.6543932010842446,-68.0,far,9.4396196432869,-74.0,far,17.754869349525872,-77.0,far,20.769488532436885
C,-65.0,far,3.6543932010842446,-68.0,far,9.4396196432869,-74.0,far,17.754869349525872,-77.0,far,20.769488532436885
C,-65.0,far,3.6543932010842446,-68.0,far,9.4396196432869,-74.0,far,17.754869349525872,-77.0,far,20.769488532436885
C,-65.0,far,3.6543932010842446,-68.0,far,9.4396196432869,-74.0,far,17.754869349525872,-77.0,far,20.769488532436885
C,-65.0,far,4.147338795717843,-68.0,far,9.782013465140203,-66.0,far,16.471593641233113,-70.0,far,20.32487180799916
C,-65.0,far,4.147338795717843,-68.0,far,9.782013465140203,-66.0,far,16.471593641233113,-70.0,far,20.32487180799916
C,-65.0,far,4.147338795717843,-68.0,far,9.782013465140203,-66.0,far,16.471593641233113,-70.0,far,20.32487180799916
C,-63.0,far,4.493624978323503,-67.0,far,9.960693613580688,-68.0,far,16.030488617109782,-70.0,far,19.93681913239513
C,-63.0,far,4.493624978323503,-67.0,far,9.960693613580688,-68.0,far,16.030488617109782,-70.0,far,19.93681913239513
C,-63.0,far,4.493624978323503,-67.0,far,9.960693613580688,-68.0,far,16.030488617109782,-70.0,far,19.93681913239513
C,-63.0,far,4.493624978323503,-67.0,far,9.960693613580688,-68.0,far,16.030488617109782,-70.0,far,19.93681913239513
C,-64.0,far,4.88521457820474,-64.0,far,9.608983821638706,-72.0,far,16.45085799590187,-72.0,far,20.070395006816636
C,-64.0,far,4.88521457820474,-64.0,far,9.608983821638706,-72.0,far,16.45085799590187,-72.0,far,20.070395006816636
C,-64.0,far,4.88521457820474,-64.0,far,9.608983821638706,-72.0,far,16.45085799590187,-72.0,far,20.070395006816636
C,-63.0,far,5.154900052495516,-71.0,far,10.253033685337702,-71.0,far,16.670137494685278,-68.0,far,19.125502666589206
C,-63.0,far,5.154900052495516,-71.0,far,10.253033685337702,-71.0,far,16.670137494685278,-68.0,far,19.125502666589206
C,-63.0,far,5.154900052495516,-71.0,far,10.253033685337702,-71.0,far,16.670137494685278,-68.0,far,19.125502666589206
C,-63.0,far,5.154900052495516,-71.0,far,10.253033685337702,-71.0,far,16.670137494685278,-68.0,far,19.125502666589206
C,-59.0,far,4.923357142755253,-69.0,far,10.658319569206869,-68.0,far,16.20364292120173,-66.0,far,17.68171538578372
C,-59.0,far,4.923357142755253,-69.0,far,10.658319569206869,-68.0,far,16.20364292120173,-66.0,far,17.68171538578372
C,-59.0,far,4.923357142755253,-69.0,far,10.658319569206869,-68.0,far,16.20364292120173,-66.0,far,17.68171538578372
C,-59.0,far,4.750724622467953,-71.0,far,11.27396825483804,-71.0,far,16.439926588003566,-67.0,far,16.83594499996434
C,-59.0,far,4.750724622467953,-71.0,far,11.27396825483804,-71.0,far,16.439926588003566,-67.0,far,16.83594499996434
C,-59.0,far,4.750724622467953,-71.0,far,11.27396825483804,-71.0,far,16.439926588003566,-67.0,far,16.83594499996434
C,-62.0,far,4.931147957970762,-71.0,far,11.866077518452698,-73.0,far,16.99174370696759,-75.0,far,17.589536163864935
C,-62.0,far,4.931147957970762,-71.0,far,11.866077518452698,-73.0,far,16.99174370696759,-75.0,far,17.589536163864935
C,-62.0,far,4.931147957970762,-71.0,far,11.866077518452698,-73.0,far,16.99174370696759,-75.0,far,17.589536163864935
C,-65.0,far,5.341513944892513,-69.0,far,12.148038167529664,-73.0,far,17.519282345267403,-74.0,far,18.207091351102967
C,-65.0,far,5.341513944892513,-69.0,far,12.148038167529664,-73.0,far,17.519282345267403,-74.0,far,18.207091351102967
C,-65.0,far,5.341513944892513,-69.0,far,12.148038167529664,-73.0,far,17.519282345267403,-74.0,far,18.207091351102967
C,-50.0,far,3.259753495359258,-66.0,far,11.844519464997916,-71.0,far,17.769218320229324,-68.0,far,16.97856971906865
C,-50.0,far,3.259753495359258,-66.0,far,11.844519464997916,-71.0,far,17.769218320229324,-68.0,far,16.97856971906865
C,-48.0,near,2.3007887774472238,-65.0,far,11.254721821850922,-72.0,far,18.07547697318442,-68.0,far,16.493421984484375
C,-48.0,near,2.3007887774472238,-65.0,far,11.254721821850922,-72.0,far,18.07547697318442,-68.0,far,16.493421984484375
C,-48.0,near,2.3007887774472238,-65.0,far,11.254721821850922,-72.0,far,18.07547697318442,-68.0,far,16.493421984484375
C,-53.0,near,2.2033595861488164,-67.0,far,11.2703251087723,-72.0,far,18.35984262565027,-67.0,far,15.819844716009685
C,-53.0,near,2.2033595861488164,-67.0,far,11.2703251087723,-72.0,far,18.35984262565027,-67.0,far,15.819844716009685
C,-53.0,near,2.2033595861488164,-67.0,far,11.2703251087723,-72.0,far,18.35984262565027,-67.0,far,15.819844716009685
C,-53.0,near,2.2033595861488164,-67.0,far,11.2703251087723,-72.0,far,18.35984262565027,-67.0,far,15.819844716009685
C,-57.0,near,2.3625381947538107,-65.0,far,10.85324300065715,-72.0,far,18.622852453470227,-69.0,far,15.703453146138527
C,-57.0,near,2.3625381947538107,-65.0,far,10.85324300065715,-72.0,far,18.622852453470227,-69.0,far,15.703453146138527
C,-65.0,far,2.837402123452272,-63.0,far,10.06124793350178,-74.0,far,19.227067524018263,-70.0,far,15.792514583091114
C,-65.0,far,2.837402123452272,-63.0,far,10.06124793350178,-74.0,far,19.227067524018263,-70.0,far,15.792514583091114
C,-64.0,far,3.3093108870152506,-64.0,far,9.68275354967295,-75.0,far,19.965076668146644,-70.0,far,15.874458597991168
C,-64.0,far,3.3093108870152506,-64.0,far,9.68275354967295,-75.0,far,19.965076668146644,-70.0,far,15.874458597991168
C,-60.0,far,3.5295998776966746,-68.0,far,10.006737444515206,-80.0,far,21.291737145047914,-79.0,far,17.034347431793822
C,-60.0,far,3.5295998776966746,-68.0,far,10.006737444515206,-80.0,far,21.291737145047914,-79.0,far,17.034347431793822
C,-60.0,far,3.5295998776966746,-68.0,far,10.006737444515206,-80.0,far,21.291737145047914,-79.0,far,17.034347431793822
C,-65.0,far,4.039329493654514,-73.0,far,10.826300949847209,-77.0,far,22.27545719855288,-70.0,far,16.99934683943605
C,-69.0,far,4.734846957015736,-65.0,far,10.520775952011878,-73.0,far,22.45989440805373,-66.0,far,15.917646158974435
C,-69.0,far,4.734846957015736,-65.0,far,10.520775952011878,-73.0,far,22.45989440805373,-66.0,far,15.917646158974435
C,-68.0,far,5.39582890107379,-62.0,far,9.614039381195497,-69.0,far,21.437514518463523,-70.0,far,15.989041915416935
C,-68.0,far,5.39582890107379,-62.0,far,9.614039381195497,-69.0,far,21.437514518463523,-70.0,far,15.989041915416935
C,-62.0,far,5.497008674978026,-65.0,far,9.503861033925425,-62.0,far,17.42675031003876,-72.0,far,16.40307415738467
C,-62.0,far,5.497008674978026,-65.0,far,9.503861033925425,-62.0,far,17.42675031003876,-72.0,far,16.40307415738467
C,-62.0,far,5.497008674978026,-65.0,far,9.503861033925425,-62.0,far,17.42675031003876,-72.0,far,16.40307415738467
C,-63.0,far,5.692153072193301,-67.0,far,9.70319303563474,-65.0,far,16.008779311070604,-75.0,far,17.213827369122196
C,-63.0,far,5.692153072193301,-67.0,far,9.70319303563474,-65.0,far,16.008779311070604,-75.0,far,17.213827369122196
C,-68.0,far,6.2993745203268485,-68.0,far,10.01581572687709,-74.0,far,16.659370270194714,-81.0,far,18.566639182668006
C,-68.0,far,6.2993745203268485,-68.0,far,10.01581572687709,-74.0,far,16.659370270194714,-81.0,far,18.566639182668006
C,-68.0,far,6.2993745203268485,-68.0,far,10.01581572687709,-74.0,far,16.659370270194714,-81.0,far,18.566639182668006
C,-69.0,far,6.9622239464287015,-67.0,far,10.166771571362258,-75.0,far,17.425818994114728,-77.0,far,19.599301134101122
C,-69.0,far,6.9622239464287015,-67.0,far,10.166771571362258,-75.0,far,17.425818994114728,-77.0,far,19.599301134101122
C,-69.0,far,6.9622239464287015,-67.0,far,10.166771571362258,-75.0,far,17.425818994114728,-77.0,far,19.599301134101122
C,-65.0,far,7.204416119213427,-69.0,far,10.571583704014751,-74.0,far,18.055988841187055,-77.0,far,20.623288361219153
C,-65.0,far,7.204416119213427,-69.0,far,10.571583704014751,-74.0,far,18.055988841187055,-77.0,far,20.623288361219153
C,-65.0,far,7.41451765193949,-70.0,far,11.073205158975147,-71.0,far,18.13656697738147,-76.0,far,21.485408725996585
C,-63.0,far,7.3159386711201275,-59.0,far,9.154507238370583,-67.0,far,17.179430207771954,-73.0,far,21.732557370769918
C,-63.0,far,7.3159386711201275,-59.0,far,9.154507238370583,-67.0,far,17.179430207771954,-73.0,far,21.732557370769918
C,-63.0,far,7.3159386711201275,-59.0,far,9.154507238370583,-67.0,far,17.179430207771954,-73.0,far,21.732557370769918
C,-64.0,far,7.376879188603609,-59.0,far,7.933951291296724,-68.0,far,16.6629790389907,-70.0,far,21.14597634044778
C,-64.0,far,7.376879188603609,-59.0,far,7.933951291296724,-68.0,far,16.6629790389907,-70.0,far,21.14597634044778
C,-64.0,far,7.376879188603609,-59.0,far,7.933951291296724,-68.0,far,16.6629790389907,-70.0,far,21.14597634044778
C,-63.0,far,7.287564748986543,-62.0,far,7.619705880555155,-67.0,far,15.959291122891418,-66.0,far,19.201527667160008
C,-63.0,far,7.287564748986543,-62.0,far,7.619705880555155,-67.0,far,15.959291122891418,-66.0,far,19.201527667160008
C,-63.0,far,7.287564748986543,-62.0,far,7.619705880555155,-67.0,far,15.959291122891418,-66.0,far,19.201527667160008
C,-63.0,far,7.21384567489267,-63.0,far,7.503602615554286,-65.0,far,14.809624867730857,-66.0,far,17.7205219156736
C,-63.0,far,7.21384567489267,-63.0,far,7.503602615554286,-65.0,far,14.809624867730857,-66.0,far,17.7205219156736
C,-63.0,far,7.21384567489267,-63.0,far,7.503602615554286,-65.0,far,14.809624867730857,-66.0,far,17.7205219156736
C,-66.0,far,7.51973830552469,-70.0,far,8.098188480902719,-69.0,far,14.796773664571404,-68.0,far,17.13716476392747
C,-66.0,far,7.51973830552469,-70.0,far,8.098188480902719,-69.0,far,14.796773664571404,-68.0,far,17.13716476392747
C,-66.0,far,7.51973830552469,-70.0,far,8.098188480902719,-69.0,far,14.796773664571404,-68.0,far,17.13716476392747
C,-64.0,far,7.551210930467211,-70.0,far,8.699097178309621,-72.0,far,15.265431504322216,-72.0,far,17.46704821368555
C,-64.0,far,7.551210930467211,-70.0,far,8.699097178309621,-72.0,far,15.265431504322216,-72.0,far,17.46704821368555
C,-64.0,far,7.551210930467211,-70.0,far,8.699097178309621,-72.0,far,15.265431504322216,-72.0,far,17.46704821368555
C,-62.0,far,7.2794222919320735,-74.0,far,9.57974640935327,-74.0,far,15.977178373831567,-74.0,far,18.09239358648454
C,-62.0,far,7.2794222919320735,-74.0,far,9.57974640935327,-74.0,far,15.977178373831567,-74.0,far,18.09239358648454
C,-62.0,far,7.2794222919320735,-74.0,far,9.57974640935327,-74.0,far,15.977178373831567,-74.0,far,18.09239358648454
C,-63.0,far,7.208504429570999,-71.0,far,10.248477666005927,-75.0,far,16.798176168838694,-76.0,far,18.968015277795846
C,-63.0,far,7.208504429570999,-71.0,far,10.248477666005927,-75.0,far,16.798176168838694,-76.0,far,18.968015277795846
C,-63.0,far,7.208504429570999,-71.0,far,10.248477666005927,-75.0,far,16.798176168838694,-76.0,far,18.968015277795846
C,-63.0,far,7.208504429570999,-71.0,far,10.248477666005927,-75.0,far,16.798176168838694,-76.0,far,18.968015277795846
C,-64.0,far,7.280771633641863,-67.0,far,10.380735545313716,-72.0,far,17.170725536816754,-77.0,far,19.959496461747605
C,-64.0,far,7.280771633641863,-67.0,far,10.380735545313716,-72.0,far,17.170725536816754,-77.0,far,19.959496461747605
C,-64.0,far,7.280771633641863,-67.0,far,10.380735545313716,-72.0,far,17.170725536816754,-77.0,far,19.959496461747605
C,-64.0,far,7.280771633641863,-67.0,far,10.380735545313716,-72.0,far,17.170725536816754,-77.0,far,19.959496461747605
C,-63.0,far,7.209583292959679,-68.0,far,10.647914010654967,-70.0,far,17.121448500481044,-69.0,far,19.318809636796683
C,-63.0,far,7.209583292959679,-68.0,far,10.647914010654967,-70.0,far,17.121448500481044,-69.0,far,19.318809636796683
C,-63.0,far,7.209583292959679,-68.0,far,10.647914010654967,-70.0,far,17.121448500481044,-69.0,far,19.318809636796683
C,-63.0,far,7.209583292959679,-68.0,far,10.647914010654967,-70.0,far,17.121448500481044,-69.0,far,19.318809636796683
C,-52.0,far,4.877702898822488,-67.0,far,10.733281086748029,-71.0,far,17.28498140538921,-67.0,far,18.150910340947853
C,-52.0,far,4.877702898822488,-67.0,far,10.733281086748029,-71.0,far,17.28498140538921,-67.0,far,18.150910340947853
C,-52.0,far,4.877702898822488,-67.0,far,10.733281086748029,-71.0,far,17.28498140538921,-67.0,far,18.150910340947853
C,-52.0,far,4.877702898822488,-67.0,far,10.733281086748029,-71.0,far,17.28498140538921,-67.0,far,18.150910340947853
C,-50.0,far,3.4274443905591014,-66.0,far,10.636052573731291,-71.0,far,17.434670568975655,-67.0,far,17.203657024120435
C,-50.0,far,3.4274443905591014,-66.0,far,10.636052573731291,-71.0,far,17.434670568975655,-67.0,far,17.203657024120435
C,-50.0,far,3.4274443905591014,-66.0,far,10.636052573731291,-71.0,far,17.434670568975655,-67.0,far,17.203657024120435
C,-50.0,far,3.4274443905591014,-66.0,far,10.636052573731291,-71.0,far,17.434670568975655,-67.0,far,17.203657024120435
C,-61.0,far,3.643043112087696,-65.0,far,10.368454824151048,-71.0,far,17.571479726749814,-69.0,far,16.933114407890148
C,-61.0,far,3.643043112087696,-65.0,far,10.368454824151048,-71.0,far,17.571479726749814,-69.0,far,16.933114407890148
C,-61.0,far,3.643043112087696,-65.0,far,10.368454824151048,-71.0,far,17.571479726749814,-69.0,far,16.933114407890148
C,-67.0,far,4.145618735435087,-62.0,far,9.513063724247349,-71.0,far,17.69644952104512,-70.0,far,16.909203596700948
C,-67.0,far,4.145618735435087,-62.0,far,9.513063724247349,-71.0,far,17.69644952104512,-70.0,far,16.909203596700948
C,-67.0,far,4.145618735435087,-62.0,far,9.513063724247349,-71.0,far,17.69644952104512,-70.0,far,16.909203596700948
C,-67.0,far,4.145618735435087,-62.0,far,9.513063724247349,-71.0,far,17.69644952104512,-70.0,far,16.909203596700948
C,-65.0,far,5.110852516783531,-67.0,far,9.471301275649843,-72.0,far,18.293629983786825,-78.0,far,17.984591273440145
C,-65.0,far,5.110852516783531,-67.0,far,9.471301275649843,-72.0,far,18.293629983786825,-78.0,far,17.984591273440145
C,-65.0,far,5.110852516783531,-67.0,far,9.471301275649843,-72.0,far,18.293629983786825,-78.0,far,17.984591273440145
C,-65.0,far,8.79922543569107,-62.0,far,5.99484250318941,-64.0,far,7.742636826811269,-74.0,far,27.825594022071243
C,-65.0,far,8.79922543569107,-62.0,far,5.99484250318941,-64.0,far,7.742636826811269,-74.0,far,27.825594022071243
C,-67.0,far,10.00000023613631,-63.0,far,6.481419617235326,-64.0,far,7.74263676300805,-72.0,far,25.83435064164862
C,-67.0,far,10.00000023613631,-63.0,far,6.481419617235326,-64.0,far,7.74263676300805,-72.0,far,25.83435064164862
C,-67.0,far,10.00000023613631,-63.0,far,6.481419617235326,-64.0,far,7.74263676300805,-72.0,far,25.83435064164862
C,-67.0,far,10.00000023613631,-63.0,far,6.481419617235326,-64.0,far,7.74263676300805,-72.0,far,25.83435064164862
C,-67.0,far,10.00000023613631,-63.0,far,6.481419617235326,-64.0,far,7.74263676300805,-72.0,far,25.83435064164862
C,-65.0,far,9.53833539303294,-71.0,far,8.756935505369674,-68.0,far,9.088195797171934,-65.0,far,18.282760687177078
C,-65.0,far,9.53833539303294,-71.0,far,8.756935505369674,-68.0,far,9.088195797171934,-65.0,far,18.282760687177078
C,-65.0,far,9.53833539303294,-71.0,far,8.756935505369674,-68.0,far,9.088195797171934,-65.0,far,18.282760687177078
C,-65.0,far,9.53833539303294,-71.0,far,8.756935505369674,-68.0,far,9.088195797171934,-65.0,far,18.282760687177078
C,-65.0,far,9.53833539303294,-71.0,far,8.756935505369674,-68.0,far,9.088195797171934,-65.0,far,18.282760687177078
C,-63.0,far,8.603443706072701,-72.0,far,10.601622425195579,-72.0,far,10.843394460291155,-63.0,far,13.990065752699119
C,-63.0,far,8.603443706072701,-72.0,far,10.601622425195579,-72.0,far,10.843394460291155,-63.0,far,13.990065752699119
C,-63.0,far,8.603443706072701,-72.0,far,10.601622425195579,-72.0,far,10.843394460291155,-63.0,far,13.990065752699119
C,-63.0,far,8.603443706072701,-72.0,far,10.601622425195579,-72.0,far,10.843394460291155,-63.0,far,13.990065752699119
C,-63.0,far,8.121084722789524,-69.0,far,11.346732172600008,-72.0,far,12.231380919622394,-66.0,far,13.135633773027024
C,-63.0,far,8.121084722789524,-69.0,far,11.346732172600008,-72.0,far,12.231380919622394,-66.0,far,13.135633773027024
C,-63.0,far,8.121084722789524,-69.0,far,11.346732172600008,-72.0,far,12.231380919622394,-66.0,far,13.135633773027024
C,-63.0,far,8.121084722789524,-69.0,far,11.346732172600008,-72.0,far,12.231380919622394,-66.0,far,13.135633773027024
C,-63.0,far,7.823012847379287,-70.0,far,12.126992616880026,-71.0,far,13.142270836278154,-68.0,far,13.102155054834807
C,-63.0,far,7.823012847379287,-70.0,far,12.126992616880026,-71.0,far,13.142270836278154,-68.0,far,13.102155054834807
C,-63.0,far,7.823012847379287,-70.0,far,12.126992616880026,-71.0,far,13.142270836278154,-68.0,far,13.102155054834807
C,-66.0,far,7.938815782627387,-70.0,far,13.608199082723923,-75.0,far,14.617111122516285,-76.0,far,15.724696729660943
C,-66.0,far,7.938815782627387,-70.0,far,13.608199082723923,-75.0,far,14.617111122516285,-76.0,far,15.724696729660943
C,-69.0,far,8.570993791877697,-68.0,far,13.501385976293205,-73.0,far,15.765181274557312,-75.0,far,16.783002870897423
